chromosome	coordinate	coverage
ENA|K03455|K03455.1	2679	7275
ENA|K03455|K03455.1	2680	7312
ENA|K03455|K03455.1	2681	7304
ENA|K03455|K03455.1	2682	7288
ENA|K03455|K03455.1	2683	7288
ENA|K03455|K03455.1	2684	7204
ENA|K03455|K03455.1	2685	7285
ENA|K03455|K03455.1	2686	7173
ENA|K03455|K03455.1	2687	7248
ENA|K03455|K03455.1	2688	7210
ENA|K03455|K03455.1	2689	7180
ENA|K03455|K03455.1	2690	7176
ENA|K03455|K03455.1	2691	7149
ENA|K03455|K03455.1	2692	6967
ENA|K03455|K03455.1	2693	7079
ENA|K03455|K03455.1	2694	7104
ENA|K03455|K03455.1	2695	7114
ENA|K03455|K03455.1	2696	7127
ENA|K03455|K03455.1	2697	7161
ENA|K03455|K03455.1	2698	7149
ENA|K03455|K03455.1	2699	7147
ENA|K03455|K03455.1	2700	7132
ENA|K03455|K03455.1	2701	7137
ENA|K03455|K03455.1	2702	7156
ENA|K03455|K03455.1	2703	7067
ENA|K03455|K03455.1	2704	7108
ENA|K03455|K03455.1	2705	7147
ENA|K03455|K03455.1	2706	7177
ENA|K03455|K03455.1	2707	7181
ENA|K03455|K03455.1	2708	7148
ENA|K03455|K03455.1	2709	7180
ENA|K03455|K03455.1	2710	7171
ENA|K03455|K03455.1	2711	7173
ENA|K03455|K03455.1	2712	7167
ENA|K03455|K03455.1	2713	7119
ENA|K03455|K03455.1	2714	7198
ENA|K03455|K03455.1	2715	7207
ENA|K03455|K03455.1	2716	7140
ENA|K03455|K03455.1	2717	7179
ENA|K03455|K03455.1	2718	7169
ENA|K03455|K03455.1	2719	7226
ENA|K03455|K03455.1	2720	7204
ENA|K03455|K03455.1	2721	7207
ENA|K03455|K03455.1	2722	7159
ENA|K03455|K03455.1	2723	7177
ENA|K03455|K03455.1	2724	7226
ENA|K03455|K03455.1	2725	6984
ENA|K03455|K03455.1	2726	6951
ENA|K03455|K03455.1	2727	7174
ENA|K03455|K03455.1	2728	7159
ENA|K03455|K03455.1	2729	7185
ENA|K03455|K03455.1	2730	7136
ENA|K03455|K03455.1	2731	7072
ENA|K03455|K03455.1	2732	7190
ENA|K03455|K03455.1	2733	7192
ENA|K03455|K03455.1	2734	7126
ENA|K03455|K03455.1	2735	7106
ENA|K03455|K03455.1	2736	7125
ENA|K03455|K03455.1	2737	7166
ENA|K03455|K03455.1	2738	7188
ENA|K03455|K03455.1	2739	7196
ENA|K03455|K03455.1	2740	7193
ENA|K03455|K03455.1	2741	7134
ENA|K03455|K03455.1	2742	7135
ENA|K03455|K03455.1	2743	7177
ENA|K03455|K03455.1	2744	7178
ENA|K03455|K03455.1	2745	7177
ENA|K03455|K03455.1	2746	7111
ENA|K03455|K03455.1	2747	7087
ENA|K03455|K03455.1	2748	7119
ENA|K03455|K03455.1	2749	7103
ENA|K03455|K03455.1	2750	7136
ENA|K03455|K03455.1	2751	7071
ENA|K03455|K03455.1	2752	7175
ENA|K03455|K03455.1	2753	7178
ENA|K03455|K03455.1	2754	7154
ENA|K03455|K03455.1	2755	7160
ENA|K03455|K03455.1	2756	7150
ENA|K03455|K03455.1	2757	7172
ENA|K03455|K03455.1	2758	7176
ENA|K03455|K03455.1	2759	7164
ENA|K03455|K03455.1	2760	7169
ENA|K03455|K03455.1	2761	7032
ENA|K03455|K03455.1	2762	7159
ENA|K03455|K03455.1	2763	7147
ENA|K03455|K03455.1	2764	7163
ENA|K03455|K03455.1	2765	7149
ENA|K03455|K03455.1	2766	7139
ENA|K03455|K03455.1	2767	7168
ENA|K03455|K03455.1	2768	7160
ENA|K03455|K03455.1	2769	7166
ENA|K03455|K03455.1	2770	7136
ENA|K03455|K03455.1	2771	7132
ENA|K03455|K03455.1	2772	7161
ENA|K03455|K03455.1	2773	7156
ENA|K03455|K03455.1	2774	7160
ENA|K03455|K03455.1	2775	7159
ENA|K03455|K03455.1	2776	7133
ENA|K03455|K03455.1	2777	7149
ENA|K03455|K03455.1	2778	7136
ENA|K03455|K03455.1	2779	7145
ENA|K03455|K03455.1	2780	7146
ENA|K03455|K03455.1	2781	7141
ENA|K03455|K03455.1	2782	7126
ENA|K03455|K03455.1	2783	7128
ENA|K03455|K03455.1	2784	7170
ENA|K03455|K03455.1	2785	7127
ENA|K03455|K03455.1	2786	7177
ENA|K03455|K03455.1	2787	7142
ENA|K03455|K03455.1	2788	7153
ENA|K03455|K03455.1	2789	7180
ENA|K03455|K03455.1	2790	7176
ENA|K03455|K03455.1	2791	7184
ENA|K03455|K03455.1	2792	7181
ENA|K03455|K03455.1	2793	7137
ENA|K03455|K03455.1	2794	7144
ENA|K03455|K03455.1	2795	7153
ENA|K03455|K03455.1	2796	7056
ENA|K03455|K03455.1	2797	7165
ENA|K03455|K03455.1	2798	7035
ENA|K03455|K03455.1	2799	7153
ENA|K03455|K03455.1	2800	7181
ENA|K03455|K03455.1	2801	7146
ENA|K03455|K03455.1	2802	7214
ENA|K03455|K03455.1	2803	7211
ENA|K03455|K03455.1	2804	7217
ENA|K03455|K03455.1	2805	7179
ENA|K03455|K03455.1	2806	7075
ENA|K03455|K03455.1	2807	7198
ENA|K03455|K03455.1	2808	7162
ENA|K03455|K03455.1	2809	7194
ENA|K03455|K03455.1	2810	7155
ENA|K03455|K03455.1	2811	7122
ENA|K03455|K03455.1	2812	7154
ENA|K03455|K03455.1	2813	7158
ENA|K03455|K03455.1	2814	7162
ENA|K03455|K03455.1	2815	7179
ENA|K03455|K03455.1	2816	7122
ENA|K03455|K03455.1	2817	7216
ENA|K03455|K03455.1	2818	7134
ENA|K03455|K03455.1	2819	7134
ENA|K03455|K03455.1	2820	7232
ENA|K03455|K03455.1	2821	7226
ENA|K03455|K03455.1	2822	7150
ENA|K03455|K03455.1	2823	7196
ENA|K03455|K03455.1	2824	7207
ENA|K03455|K03455.1	2825	7209
ENA|K03455|K03455.1	2826	7167
ENA|K03455|K03455.1	2827	7213
ENA|K03455|K03455.1	2828	7178
ENA|K03455|K03455.1	2829	7197
ENA|K03455|K03455.1	2830	7234
ENA|K03455|K03455.1	2831	7224
ENA|K03455|K03455.1	2832	7205
ENA|K03455|K03455.1	2833	7136
ENA|K03455|K03455.1	2834	7102
ENA|K03455|K03455.1	2835	7202
ENA|K03455|K03455.1	2836	7211
ENA|K03455|K03455.1	2837	7223
ENA|K03455|K03455.1	2838	7187
ENA|K03455|K03455.1	2839	7230
ENA|K03455|K03455.1	2840	7199
ENA|K03455|K03455.1	2841	7227
ENA|K03455|K03455.1	2842	7207
ENA|K03455|K03455.1	2843	7211
ENA|K03455|K03455.1	2844	7217
ENA|K03455|K03455.1	2845	7123
ENA|K03455|K03455.1	2846	7225
ENA|K03455|K03455.1	2847	7242
ENA|K03455|K03455.1	2848	7213
ENA|K03455|K03455.1	2849	7247
ENA|K03455|K03455.1	2850	7264
ENA|K03455|K03455.1	2851	7262
ENA|K03455|K03455.1	2852	7251
ENA|K03455|K03455.1	2853	7194
ENA|K03455|K03455.1	2854	7113
ENA|K03455|K03455.1	2855	7185
ENA|K03455|K03455.1	2856	7179
ENA|K03455|K03455.1	2857	7201
ENA|K03455|K03455.1	2858	7209
ENA|K03455|K03455.1	2859	7183
ENA|K03455|K03455.1	2860	7196
ENA|K03455|K03455.1	2861	7182
ENA|K03455|K03455.1	2862	7203
ENA|K03455|K03455.1	2863	7227
ENA|K03455|K03455.1	2864	7194
ENA|K03455|K03455.1	2865	7242
ENA|K03455|K03455.1	2866	7244
ENA|K03455|K03455.1	2867	7247
ENA|K03455|K03455.1	2868	7239
ENA|K03455|K03455.1	2869	7234
ENA|K03455|K03455.1	2870	7118
ENA|K03455|K03455.1	2871	7167
ENA|K03455|K03455.1	2872	7215
ENA|K03455|K03455.1	2873	7241
ENA|K03455|K03455.1	2874	7225
ENA|K03455|K03455.1	2875	7223
ENA|K03455|K03455.1	2876	7257
ENA|K03455|K03455.1	2877	7253
ENA|K03455|K03455.1	2878	7228
ENA|K03455|K03455.1	2879	7223
ENA|K03455|K03455.1	2880	7175
ENA|K03455|K03455.1	2881	7198
ENA|K03455|K03455.1	2882	7256
ENA|K03455|K03455.1	2883	7278
ENA|K03455|K03455.1	2884	7274
ENA|K03455|K03455.1	2885	7197
ENA|K03455|K03455.1	2886	7186
ENA|K03455|K03455.1	2887	7243
ENA|K03455|K03455.1	2888	7252
ENA|K03455|K03455.1	2889	7258
ENA|K03455|K03455.1	2890	7237
ENA|K03455|K03455.1	2891	7250
ENA|K03455|K03455.1	2892	7261
ENA|K03455|K03455.1	2893	7256
ENA|K03455|K03455.1	2894	7269
ENA|K03455|K03455.1	2895	7246
ENA|K03455|K03455.1	2896	7261
ENA|K03455|K03455.1	2897	7254
ENA|K03455|K03455.1	2898	7255
ENA|K03455|K03455.1	2899	7246
ENA|K03455|K03455.1	2900	7224
ENA|K03455|K03455.1	2901	7243
ENA|K03455|K03455.1	2902	7237
ENA|K03455|K03455.1	2903	7241
ENA|K03455|K03455.1	2904	7271
ENA|K03455|K03455.1	2905	7258
ENA|K03455|K03455.1	2906	7251
ENA|K03455|K03455.1	2907	7267
ENA|K03455|K03455.1	2908	7270
ENA|K03455|K03455.1	2909	7266
ENA|K03455|K03455.1	2910	7258
ENA|K03455|K03455.1	2911	7258
ENA|K03455|K03455.1	2912	7253
ENA|K03455|K03455.1	2913	7174
ENA|K03455|K03455.1	2914	7227
ENA|K03455|K03455.1	2915	7141
ENA|K03455|K03455.1	2916	7199
ENA|K03455|K03455.1	2917	7184
ENA|K03455|K03455.1	2918	7173
ENA|K03455|K03455.1	2919	7020
ENA|K03455|K03455.1	2920	7029
ENA|K03455|K03455.1	2921	7068
ENA|K03455|K03455.1	2922	7094
ENA|K03455|K03455.1	2923	7283
ENA|K03455|K03455.1	2924	7292
ENA|K03455|K03455.1	2925	7290
ENA|K03455|K03455.1	2926	7284
ENA|K03455|K03455.1	2927	7228
ENA|K03455|K03455.1	2928	7204
ENA|K03455|K03455.1	2929	7231
ENA|K03455|K03455.1	2930	7203
ENA|K03455|K03455.1	2931	7181
ENA|K03455|K03455.1	2932	7266
ENA|K03455|K03455.1	2933	7069
ENA|K03455|K03455.1	2934	7330
ENA|K03455|K03455.1	2935	7232
ENA|K03455|K03455.1	2936	7112
ENA|K03455|K03455.1	2937	7125
ENA|K03455|K03455.1	2938	7061
ENA|K03455|K03455.1	2939	7275
ENA|K03455|K03455.1	2940	7276
ENA|K03455|K03455.1	2941	7274
ENA|K03455|K03455.1	2942	7198
ENA|K03455|K03455.1	2943	7025
ENA|K03455|K03455.1	2944	7171
ENA|K03455|K03455.1	2945	7181
ENA|K03455|K03455.1	2946	7181
ENA|K03455|K03455.1	2947	7105
ENA|K03455|K03455.1	2948	7051
ENA|K03455|K03455.1	2949	7116
ENA|K03455|K03455.1	2950	7197
ENA|K03455|K03455.1	2951	7194
ENA|K03455|K03455.1	2952	7182
ENA|K03455|K03455.1	2953	7187
ENA|K03455|K03455.1	2954	7122
ENA|K03455|K03455.1	2955	7121
ENA|K03455|K03455.1	2956	7108
ENA|K03455|K03455.1	2957	7218
ENA|K03455|K03455.1	2958	7131
ENA|K03455|K03455.1	2959	7214
ENA|K03455|K03455.1	2960	7199
ENA|K03455|K03455.1	2961	7204
ENA|K03455|K03455.1	2962	7209
ENA|K03455|K03455.1	2963	7208
ENA|K03455|K03455.1	2964	7193
ENA|K03455|K03455.1	2965	7192
ENA|K03455|K03455.1	2966	7162
ENA|K03455|K03455.1	2967	7205
ENA|K03455|K03455.1	2968	7203
ENA|K03455|K03455.1	2969	7215
ENA|K03455|K03455.1	2970	7223
ENA|K03455|K03455.1	2971	7244
ENA|K03455|K03455.1	2972	7237
ENA|K03455|K03455.1	2973	7236
ENA|K03455|K03455.1	2974	7164
ENA|K03455|K03455.1	2975	7164
ENA|K03455|K03455.1	2976	7189
ENA|K03455|K03455.1	2977	7243
ENA|K03455|K03455.1	2978	7144
ENA|K03455|K03455.1	2979	7176
ENA|K03455|K03455.1	2980	7189
ENA|K03455|K03455.1	2981	7238
ENA|K03455|K03455.1	2982	7273
ENA|K03455|K03455.1	2983	7117
ENA|K03455|K03455.1	2984	7298
ENA|K03455|K03455.1	2985	7290
ENA|K03455|K03455.1	2986	7228
ENA|K03455|K03455.1	2987	7256
ENA|K03455|K03455.1	2988	6993
ENA|K03455|K03455.1	2989	7061
ENA|K03455|K03455.1	2990	6960
ENA|K03455|K03455.1	2991	7126
ENA|K03455|K03455.1	2992	7104
ENA|K03455|K03455.1	2993	7041
ENA|K03455|K03455.1	2994	7148
ENA|K03455|K03455.1	2995	7156
ENA|K03455|K03455.1	2996	7220
ENA|K03455|K03455.1	2997	7205
ENA|K03455|K03455.1	2998	7202
ENA|K03455|K03455.1	2999	7221
ENA|K03455|K03455.1	3000	7201
ENA|K03455|K03455.1	3001	7178
ENA|K03455|K03455.1	3002	7223
ENA|K03455|K03455.1	3003	7183
ENA|K03455|K03455.1	3004	7235
ENA|K03455|K03455.1	3005	7232
ENA|K03455|K03455.1	3006	7210
ENA|K03455|K03455.1	3007	7225
ENA|K03455|K03455.1	3008	7228
ENA|K03455|K03455.1	3009	7235
ENA|K03455|K03455.1	3010	7240
ENA|K03455|K03455.1	3011	7145
ENA|K03455|K03455.1	3012	7148
ENA|K03455|K03455.1	3013	7201
ENA|K03455|K03455.1	3014	7198
ENA|K03455|K03455.1	3015	7196
ENA|K03455|K03455.1	3016	7211
ENA|K03455|K03455.1	3017	7214
ENA|K03455|K03455.1	3018	7223
ENA|K03455|K03455.1	3019	7228
ENA|K03455|K03455.1	3020	7215
ENA|K03455|K03455.1	3021	7239
ENA|K03455|K03455.1	3022	7215
ENA|K03455|K03455.1	3023	7220
ENA|K03455|K03455.1	3024	7235
ENA|K03455|K03455.1	3025	7228
ENA|K03455|K03455.1	3026	7236
ENA|K03455|K03455.1	3027	7236
ENA|K03455|K03455.1	3028	7218
ENA|K03455|K03455.1	3029	7209
ENA|K03455|K03455.1	3030	7229
ENA|K03455|K03455.1	3031	7202
ENA|K03455|K03455.1	3032	7147
ENA|K03455|K03455.1	3033	7178
ENA|K03455|K03455.1	3034	7208
ENA|K03455|K03455.1	3035	7199
ENA|K03455|K03455.1	3036	7131
ENA|K03455|K03455.1	3037	7142
ENA|K03455|K03455.1	3038	6925
ENA|K03455|K03455.1	3039	6975
ENA|K03455|K03455.1	3040	6985
ENA|K03455|K03455.1	3041	7159
ENA|K03455|K03455.1	3042	7202
ENA|K03455|K03455.1	3043	7172
ENA|K03455|K03455.1	3044	7206
ENA|K03455|K03455.1	3045	7191
ENA|K03455|K03455.1	3046	7193
ENA|K03455|K03455.1	3047	7210
ENA|K03455|K03455.1	3048	7166
ENA|K03455|K03455.1	3049	7209
ENA|K03455|K03455.1	3050	7128
ENA|K03455|K03455.1	3051	7084
ENA|K03455|K03455.1	3052	7206
ENA|K03455|K03455.1	3053	7175
ENA|K03455|K03455.1	3054	7174
ENA|K03455|K03455.1	3055	7196
ENA|K03455|K03455.1	3056	7209
ENA|K03455|K03455.1	3057	7135
ENA|K03455|K03455.1	3058	7139
ENA|K03455|K03455.1	3059	7147
ENA|K03455|K03455.1	3060	7155
ENA|K03455|K03455.1	3061	7172
ENA|K03455|K03455.1	3062	7196
ENA|K03455|K03455.1	3063	7190
ENA|K03455|K03455.1	3064	7197
ENA|K03455|K03455.1	3065	7155
ENA|K03455|K03455.1	3066	7171
ENA|K03455|K03455.1	3067	7178
ENA|K03455|K03455.1	3068	7149
ENA|K03455|K03455.1	3069	7173
ENA|K03455|K03455.1	3070	7180
ENA|K03455|K03455.1	3071	7135
ENA|K03455|K03455.1	3072	7154
ENA|K03455|K03455.1	3073	7182
ENA|K03455|K03455.1	3074	7163
ENA|K03455|K03455.1	3075	7164
ENA|K03455|K03455.1	3076	7169
ENA|K03455|K03455.1	3077	7196
ENA|K03455|K03455.1	3078	7176
ENA|K03455|K03455.1	3079	7205
ENA|K03455|K03455.1	3080	7164
ENA|K03455|K03455.1	3081	7202
ENA|K03455|K03455.1	3082	7201
ENA|K03455|K03455.1	3083	7218
ENA|K03455|K03455.1	3084	7219
ENA|K03455|K03455.1	3085	7198
ENA|K03455|K03455.1	3086	7102
ENA|K03455|K03455.1	3087	7126
ENA|K03455|K03455.1	3088	7143
ENA|K03455|K03455.1	3089	7121
ENA|K03455|K03455.1	3090	7116
ENA|K03455|K03455.1	3091	7208
ENA|K03455|K03455.1	3092	7219
ENA|K03455|K03455.1	3093	7212
ENA|K03455|K03455.1	3094	7223
ENA|K03455|K03455.1	3095	7226
ENA|K03455|K03455.1	3096	7236
ENA|K03455|K03455.1	3097	7200
ENA|K03455|K03455.1	3098	7247
ENA|K03455|K03455.1	3099	7205
ENA|K03455|K03455.1	3100	7122
ENA|K03455|K03455.1	3101	7124
ENA|K03455|K03455.1	3102	7276
ENA|K03455|K03455.1	3103	7276
ENA|K03455|K03455.1	3104	7182
ENA|K03455|K03455.1	3105	7277
ENA|K03455|K03455.1	3106	7256
ENA|K03455|K03455.1	3107	7277
ENA|K03455|K03455.1	3108	7289
ENA|K03455|K03455.1	3109	7272
ENA|K03455|K03455.1	3110	7300
ENA|K03455|K03455.1	3111	7140
ENA|K03455|K03455.1	3112	7208
ENA|K03455|K03455.1	3113	7271
ENA|K03455|K03455.1	3114	7261
ENA|K03455|K03455.1	3115	7263
ENA|K03455|K03455.1	3116	7221
ENA|K03455|K03455.1	3117	7292
ENA|K03455|K03455.1	3118	7275
ENA|K03455|K03455.1	3119	7236
ENA|K03455|K03455.1	3120	7234
ENA|K03455|K03455.1	3121	7146
ENA|K03455|K03455.1	3122	7133
ENA|K03455|K03455.1	3123	7327
ENA|K03455|K03455.1	3124	7329
ENA|K03455|K03455.1	3125	7307
ENA|K03455|K03455.1	3126	7280
ENA|K03455|K03455.1	3127	7298
ENA|K03455|K03455.1	3128	7309
ENA|K03455|K03455.1	3129	7311
ENA|K03455|K03455.1	3130	7313
ENA|K03455|K03455.1	3131	7290
ENA|K03455|K03455.1	3132	7239
ENA|K03455|K03455.1	3133	7228
ENA|K03455|K03455.1	3134	7206
ENA|K03455|K03455.1	3135	7298
ENA|K03455|K03455.1	3136	7292
ENA|K03455|K03455.1	3137	7294
ENA|K03455|K03455.1	3138	7267
ENA|K03455|K03455.1	3139	7243
ENA|K03455|K03455.1	3140	7306
ENA|K03455|K03455.1	3141	7293
ENA|K03455|K03455.1	3142	7306
ENA|K03455|K03455.1	3143	7298
ENA|K03455|K03455.1	3144	7262
ENA|K03455|K03455.1	3145	7312
ENA|K03455|K03455.1	3146	7311
ENA|K03455|K03455.1	3147	7305
ENA|K03455|K03455.1	3148	7301
ENA|K03455|K03455.1	3149	7254
ENA|K03455|K03455.1	3150	7320
ENA|K03455|K03455.1	3151	7320
ENA|K03455|K03455.1	3152	7314
ENA|K03455|K03455.1	3153	7320
ENA|K03455|K03455.1	3154	7303
ENA|K03455|K03455.1	3155	7286
ENA|K03455|K03455.1	3156	7338
ENA|K03455|K03455.1	3157	7340
ENA|K03455|K03455.1	3158	7337
ENA|K03455|K03455.1	3159	7340
ENA|K03455|K03455.1	3160	7326
ENA|K03455|K03455.1	3161	7345
ENA|K03455|K03455.1	3162	7352
ENA|K03455|K03455.1	3163	7341
ENA|K03455|K03455.1	3164	7357
ENA|K03455|K03455.1	3165	7311
ENA|K03455|K03455.1	3166	7356
ENA|K03455|K03455.1	3167	7268
ENA|K03455|K03455.1	3168	7269
ENA|K03455|K03455.1	3169	7310
ENA|K03455|K03455.1	3170	7336
ENA|K03455|K03455.1	3171	7327
ENA|K03455|K03455.1	3172	7352
ENA|K03455|K03455.1	3173	7346
ENA|K03455|K03455.1	3174	7227
ENA|K03455|K03455.1	3175	7227
ENA|K03455|K03455.1	3176	7411
ENA|K03455|K03455.1	3177	7397
ENA|K03455|K03455.1	3178	7392
ENA|K03455|K03455.1	3179	7393
ENA|K03455|K03455.1	3180	7329
ENA|K03455|K03455.1	3181	7405
ENA|K03455|K03455.1	3182	7412
ENA|K03455|K03455.1	3183	7272
ENA|K03455|K03455.1	3184	7416
ENA|K03455|K03455.1	3185	7264
ENA|K03455|K03455.1	3186	7387
ENA|K03455|K03455.1	3187	7364
ENA|K03455|K03455.1	3188	7390
ENA|K03455|K03455.1	3189	7305
ENA|K03455|K03455.1	3190	7359
ENA|K03455|K03455.1	3191	7478
ENA|K03455|K03455.1	3192	7482
ENA|K03455|K03455.1	3193	7480
ENA|K03455|K03455.1	3194	7314
ENA|K03455|K03455.1	3195	7216
ENA|K03455|K03455.1	3196	7237
ENA|K03455|K03455.1	3197	7245
ENA|K03455|K03455.1	3198	7260
ENA|K03455|K03455.1	3199	7124
ENA|K03455|K03455.1	3200	7150
ENA|K03455|K03455.1	3201	7166
ENA|K03455|K03455.1	3202	7215
ENA|K03455|K03455.1	3203	7181
ENA|K03455|K03455.1	3204	7238
ENA|K03455|K03455.1	3205	7357
ENA|K03455|K03455.1	3206	7332
ENA|K03455|K03455.1	3207	7348
ENA|K03455|K03455.1	3208	7285
ENA|K03455|K03455.1	3209	7244
ENA|K03455|K03455.1	3210	7288
ENA|K03455|K03455.1	3211	7280
ENA|K03455|K03455.1	3212	7292
ENA|K03455|K03455.1	3213	7287
ENA|K03455|K03455.1	3214	7308
ENA|K03455|K03455.1	3215	7321
ENA|K03455|K03455.1	3216	7310
ENA|K03455|K03455.1	3217	7323
ENA|K03455|K03455.1	3218	7283
ENA|K03455|K03455.1	3219	7301
ENA|K03455|K03455.1	3220	7288
ENA|K03455|K03455.1	3221	7278
ENA|K03455|K03455.1	3222	7287
ENA|K03455|K03455.1	3223	7290
ENA|K03455|K03455.1	3224	7297
ENA|K03455|K03455.1	3225	7312
ENA|K03455|K03455.1	3226	7274
ENA|K03455|K03455.1	3227	7309
ENA|K03455|K03455.1	3228	7271
ENA|K03455|K03455.1	3229	7275
ENA|K03455|K03455.1	3230	7200
ENA|K03455|K03455.1	3231	7111
ENA|K03455|K03455.1	3232	7110
ENA|K03455|K03455.1	3233	7175
ENA|K03455|K03455.1	3234	7169
ENA|K03455|K03455.1	3235	7088
ENA|K03455|K03455.1	3236	7098
ENA|K03455|K03455.1	3237	7111
ENA|K03455|K03455.1	3238	7094
ENA|K03455|K03455.1	3239	7114
ENA|K03455|K03455.1	3240	7206
ENA|K03455|K03455.1	3241	7273
ENA|K03455|K03455.1	3242	7161
ENA|K03455|K03455.1	3243	7203
ENA|K03455|K03455.1	3244	7234
ENA|K03455|K03455.1	3245	7164
ENA|K03455|K03455.1	3246	7193
ENA|K03455|K03455.1	3247	7191
ENA|K03455|K03455.1	3248	7227
ENA|K03455|K03455.1	3249	7224
ENA|K03455|K03455.1	3250	7178
ENA|K03455|K03455.1	3251	7237
ENA|K03455|K03455.1	3252	7211
ENA|K03455|K03455.1	3253	7257
ENA|K03455|K03455.1	3254	7255
ENA|K03455|K03455.1	3255	7220
ENA|K03455|K03455.1	3256	7214
ENA|K03455|K03455.1	3257	7231
ENA|K03455|K03455.1	3258	7257
ENA|K03455|K03455.1	3259	7265
ENA|K03455|K03455.1	3260	7248
ENA|K03455|K03455.1	3261	7250
ENA|K03455|K03455.1	3262	7203
ENA|K03455|K03455.1	3263	7166
ENA|K03455|K03455.1	3264	7126
ENA|K03455|K03455.1	3265	7246
ENA|K03455|K03455.1	3266	7258
ENA|K03455|K03455.1	3267	7234
ENA|K03455|K03455.1	3268	7241
ENA|K03455|K03455.1	3269	7234
ENA|K03455|K03455.1	3270	7257
ENA|K03455|K03455.1	3271	7268
ENA|K03455|K03455.1	3272	7239
ENA|K03455|K03455.1	3273	7263
ENA|K03455|K03455.1	3274	7218
ENA|K03455|K03455.1	3275	7266
ENA|K03455|K03455.1	3276	7264
ENA|K03455|K03455.1	3277	7258
ENA|K03455|K03455.1	3278	7258
ENA|K03455|K03455.1	3279	7135
ENA|K03455|K03455.1	3280	7134
ENA|K03455|K03455.1	3281	7235
ENA|K03455|K03455.1	3282	7272
ENA|K03455|K03455.1	3283	7143
ENA|K03455|K03455.1	3284	7040
ENA|K03455|K03455.1	3285	7020
ENA|K03455|K03455.1	3286	7015
ENA|K03455|K03455.1	3287	7058
ENA|K03455|K03455.1	3288	7175
ENA|K03455|K03455.1	3289	7169
ENA|K03455|K03455.1	3290	7050
ENA|K03455|K03455.1	3291	7175
ENA|K03455|K03455.1	3292	7066
ENA|K03455|K03455.1	3293	7163
ENA|K03455|K03455.1	3294	7198
ENA|K03455|K03455.1	3295	7194
ENA|K03455|K03455.1	3296	7196
ENA|K03455|K03455.1	3297	7191
ENA|K03455|K03455.1	3298	7194
ENA|K03455|K03455.1	3299	7171
ENA|K03455|K03455.1	3300	7103
ENA|K03455|K03455.1	3301	7166
ENA|K03455|K03455.1	3302	7164
ENA|K03455|K03455.1	3303	7005
ENA|K03455|K03455.1	3304	6985
ENA|K03455|K03455.1	3305	7091
ENA|K03455|K03455.1	3306	7128
ENA|K03455|K03455.1	3307	7083
ENA|K03455|K03455.1	3308	7076
ENA|K03455|K03455.1	3309	7136
ENA|K03455|K03455.1	3310	7100
ENA|K03455|K03455.1	3311	7140
ENA|K03455|K03455.1	3312	7132
ENA|K03455|K03455.1	3313	7113
ENA|K03455|K03455.1	3314	7118
ENA|K03455|K03455.1	3315	7138
ENA|K03455|K03455.1	3316	7131
ENA|K03455|K03455.1	3317	7121
ENA|K03455|K03455.1	3318	7062
ENA|K03455|K03455.1	3319	7061
ENA|K03455|K03455.1	3320	7127
ENA|K03455|K03455.1	3321	7160
ENA|K03455|K03455.1	3322	7030
ENA|K03455|K03455.1	3323	7183
ENA|K03455|K03455.1	3324	7150
ENA|K03455|K03455.1	3325	7169
ENA|K03455|K03455.1	3326	7166
ENA|K03455|K03455.1	3327	7145
ENA|K03455|K03455.1	3328	7138
ENA|K03455|K03455.1	3329	7121
ENA|K03455|K03455.1	3330	7177
ENA|K03455|K03455.1	3331	7094
ENA|K03455|K03455.1	3332	7070
ENA|K03455|K03455.1	3333	7158
ENA|K03455|K03455.1	3334	7148
ENA|K03455|K03455.1	3335	7134
ENA|K03455|K03455.1	3336	7168
ENA|K03455|K03455.1	3337	7177
ENA|K03455|K03455.1	3338	7153
ENA|K03455|K03455.1	3339	7145
ENA|K03455|K03455.1	3340	7098
ENA|K03455|K03455.1	3341	7126
ENA|K03455|K03455.1	3342	7099
ENA|K03455|K03455.1	3343	7091
ENA|K03455|K03455.1	3344	7087
ENA|K03455|K03455.1	3345	7056
ENA|K03455|K03455.1	3346	7163
ENA|K03455|K03455.1	3347	7157
ENA|K03455|K03455.1	3348	7148
ENA|K03455|K03455.1	3349	7132
ENA|K03455|K03455.1	3350	7132
ENA|K03455|K03455.1	3351	7140
ENA|K03455|K03455.1	3352	7150
ENA|K03455|K03455.1	3353	7095
ENA|K03455|K03455.1	3354	7088
ENA|K03455|K03455.1	3355	7081
ENA|K03455|K03455.1	3356	7140
ENA|K03455|K03455.1	3357	7195
ENA|K03455|K03455.1	3358	7192
ENA|K03455|K03455.1	3359	7196
ENA|K03455|K03455.1	3360	7111
ENA|K03455|K03455.1	3361	7049
ENA|K03455|K03455.1	3362	6832
ENA|K03455|K03455.1	3363	6807
ENA|K03455|K03455.1	3364	7174
ENA|K03455|K03455.1	3365	7172
ENA|K03455|K03455.1	3366	7189
ENA|K03455|K03455.1	3367	7181
ENA|K03455|K03455.1	3368	7106
ENA|K03455|K03455.1	3369	7178
ENA|K03455|K03455.1	3370	7173
ENA|K03455|K03455.1	3371	7184
ENA|K03455|K03455.1	3372	7184
ENA|K03455|K03455.1	3373	7189
ENA|K03455|K03455.1	3374	7087
ENA|K03455|K03455.1	3375	7195
ENA|K03455|K03455.1	3376	7181
ENA|K03455|K03455.1	3377	7080
