chromosome	coordinate	coverage
ENA|K03455|K03455.1	1571	6694
ENA|K03455|K03455.1	1572	6681
ENA|K03455|K03455.1	1573	6669
ENA|K03455|K03455.1	1574	6697
ENA|K03455|K03455.1	1575	6700
ENA|K03455|K03455.1	1576	6670
ENA|K03455|K03455.1	1577	6677
ENA|K03455|K03455.1	1578	6694
ENA|K03455|K03455.1	1579	6689
ENA|K03455|K03455.1	1580	6695
ENA|K03455|K03455.1	1581	6644
ENA|K03455|K03455.1	1582	6689
ENA|K03455|K03455.1	1583	6676
ENA|K03455|K03455.1	1584	6683
ENA|K03455|K03455.1	1585	6693
ENA|K03455|K03455.1	1586	6692
ENA|K03455|K03455.1	1587	6688
ENA|K03455|K03455.1	1588	6691
ENA|K03455|K03455.1	1589	6692
ENA|K03455|K03455.1	1590	6687
ENA|K03455|K03455.1	1591	6678
ENA|K03455|K03455.1	1592	6632
ENA|K03455|K03455.1	1593	6677
ENA|K03455|K03455.1	1594	6690
ENA|K03455|K03455.1	1595	6680
ENA|K03455|K03455.1	1596	6681
ENA|K03455|K03455.1	1597	6598
ENA|K03455|K03455.1	1598	6570
ENA|K03455|K03455.1	1599	6677
ENA|K03455|K03455.1	1600	6686
ENA|K03455|K03455.1	1601	6716
ENA|K03455|K03455.1	1602	6716
ENA|K03455|K03455.1	1603	6646
ENA|K03455|K03455.1	1604	6680
ENA|K03455|K03455.1	1605	6709
ENA|K03455|K03455.1	1606	6702
ENA|K03455|K03455.1	1607	6705
ENA|K03455|K03455.1	1608	6672
ENA|K03455|K03455.1	1609	6675
ENA|K03455|K03455.1	1610	6693
ENA|K03455|K03455.1	1611	6668
ENA|K03455|K03455.1	1612	6729
ENA|K03455|K03455.1	1613	6714
ENA|K03455|K03455.1	1614	6723
ENA|K03455|K03455.1	1615	6722
ENA|K03455|K03455.1	1616	6719
ENA|K03455|K03455.1	1617	6748
ENA|K03455|K03455.1	1618	6694
ENA|K03455|K03455.1	1619	6694
ENA|K03455|K03455.1	1620	6698
ENA|K03455|K03455.1	1621	6650
ENA|K03455|K03455.1	1622	6751
ENA|K03455|K03455.1	1623	6754
ENA|K03455|K03455.1	1624	6777
ENA|K03455|K03455.1	1625	6778
ENA|K03455|K03455.1	1626	6758
ENA|K03455|K03455.1	1627	6703
ENA|K03455|K03455.1	1628	6690
ENA|K03455|K03455.1	1629	6859
ENA|K03455|K03455.1	1630	6840
ENA|K03455|K03455.1	1631	6854
ENA|K03455|K03455.1	1632	6788
ENA|K03455|K03455.1	1633	6713
ENA|K03455|K03455.1	1634	6709
ENA|K03455|K03455.1	1635	6695
ENA|K03455|K03455.1	1636	6658
ENA|K03455|K03455.1	1637	6668
ENA|K03455|K03455.1	1638	6738
ENA|K03455|K03455.1	1639	6896
ENA|K03455|K03455.1	1640	6877
ENA|K03455|K03455.1	1641	6907
ENA|K03455|K03455.1	1642	6848
ENA|K03455|K03455.1	1643	6940
ENA|K03455|K03455.1	1644	6942
ENA|K03455|K03455.1	1645	6941
ENA|K03455|K03455.1	1646	6949
ENA|K03455|K03455.1	1647	6926
ENA|K03455|K03455.1	1648	6930
ENA|K03455|K03455.1	1649	6862
ENA|K03455|K03455.1	1650	6824
ENA|K03455|K03455.1	1651	6888
ENA|K03455|K03455.1	1652	6950
ENA|K03455|K03455.1	1653	6943
ENA|K03455|K03455.1	1654	6924
ENA|K03455|K03455.1	1655	6951
ENA|K03455|K03455.1	1656	6962
ENA|K03455|K03455.1	1657	6975
ENA|K03455|K03455.1	1658	6977
ENA|K03455|K03455.1	1659	6974
ENA|K03455|K03455.1	1660	6974
ENA|K03455|K03455.1	1661	6919
ENA|K03455|K03455.1	1662	6966
ENA|K03455|K03455.1	1663	6963
ENA|K03455|K03455.1	1664	6824
ENA|K03455|K03455.1	1665	6922
ENA|K03455|K03455.1	1666	6953
ENA|K03455|K03455.1	1667	6969
ENA|K03455|K03455.1	1668	6952
ENA|K03455|K03455.1	1669	6964
ENA|K03455|K03455.1	1670	6973
ENA|K03455|K03455.1	1671	6957
ENA|K03455|K03455.1	1672	6976
ENA|K03455|K03455.1	1673	6927
ENA|K03455|K03455.1	1674	6953
ENA|K03455|K03455.1	1675	6985
ENA|K03455|K03455.1	1676	7016
ENA|K03455|K03455.1	1677	7009
ENA|K03455|K03455.1	1678	7015
ENA|K03455|K03455.1	1679	6907
ENA|K03455|K03455.1	1680	6829
ENA|K03455|K03455.1	1681	6877
ENA|K03455|K03455.1	1682	6962
ENA|K03455|K03455.1	1683	6952
ENA|K03455|K03455.1	1684	6915
ENA|K03455|K03455.1	1685	6826
ENA|K03455|K03455.1	1686	6980
ENA|K03455|K03455.1	1687	6971
ENA|K03455|K03455.1	1688	7047
ENA|K03455|K03455.1	1689	7022
ENA|K03455|K03455.1	1690	7048
ENA|K03455|K03455.1	1691	7073
ENA|K03455|K03455.1	1692	7002
ENA|K03455|K03455.1	1693	7009
ENA|K03455|K03455.1	1694	7084
ENA|K03455|K03455.1	1695	6996
ENA|K03455|K03455.1	1696	7098
ENA|K03455|K03455.1	1697	7080
ENA|K03455|K03455.1	1698	7083
ENA|K03455|K03455.1	1699	7091
ENA|K03455|K03455.1	1700	7061
ENA|K03455|K03455.1	1701	7071
ENA|K03455|K03455.1	1702	7054
ENA|K03455|K03455.1	1703	7047
ENA|K03455|K03455.1	1704	7048
ENA|K03455|K03455.1	1705	7012
ENA|K03455|K03455.1	1706	7008
ENA|K03455|K03455.1	1707	7054
ENA|K03455|K03455.1	1708	7044
ENA|K03455|K03455.1	1709	7030
ENA|K03455|K03455.1	1710	7021
ENA|K03455|K03455.1	1711	7027
ENA|K03455|K03455.1	1712	7053
ENA|K03455|K03455.1	1713	7085
ENA|K03455|K03455.1	1714	7080
ENA|K03455|K03455.1	1715	7037
ENA|K03455|K03455.1	1716	7025
ENA|K03455|K03455.1	1717	7089
ENA|K03455|K03455.1	1718	7107
ENA|K03455|K03455.1	1719	7120
ENA|K03455|K03455.1	1720	7088
ENA|K03455|K03455.1	1721	7076
ENA|K03455|K03455.1	1722	6999
ENA|K03455|K03455.1	1723	7065
ENA|K03455|K03455.1	1724	7062
ENA|K03455|K03455.1	1725	7087
ENA|K03455|K03455.1	1726	7083
ENA|K03455|K03455.1	1727	7014
ENA|K03455|K03455.1	1728	6990
ENA|K03455|K03455.1	1729	6989
ENA|K03455|K03455.1	1730	6981
ENA|K03455|K03455.1	1731	6985
ENA|K03455|K03455.1	1732	7015
ENA|K03455|K03455.1	1733	6960
ENA|K03455|K03455.1	1734	7016
ENA|K03455|K03455.1	1735	7006
ENA|K03455|K03455.1	1736	7015
ENA|K03455|K03455.1	1737	7015
ENA|K03455|K03455.1	1738	7029
ENA|K03455|K03455.1	1739	7072
ENA|K03455|K03455.1	1740	7070
ENA|K03455|K03455.1	1741	7056
ENA|K03455|K03455.1	1742	7067
ENA|K03455|K03455.1	1743	7067
ENA|K03455|K03455.1	1744	7050
ENA|K03455|K03455.1	1745	7076
ENA|K03455|K03455.1	1746	7084
ENA|K03455|K03455.1	1747	7060
ENA|K03455|K03455.1	1748	7078
ENA|K03455|K03455.1	1749	7074
ENA|K03455|K03455.1	1750	7077
ENA|K03455|K03455.1	1751	7085
ENA|K03455|K03455.1	1752	7081
ENA|K03455|K03455.1	1753	7089
ENA|K03455|K03455.1	1754	7061
ENA|K03455|K03455.1	1755	7082
ENA|K03455|K03455.1	1756	7081
ENA|K03455|K03455.1	1757	7079
ENA|K03455|K03455.1	1758	7004
ENA|K03455|K03455.1	1759	7084
ENA|K03455|K03455.1	1760	7085
ENA|K03455|K03455.1	1761	7092
ENA|K03455|K03455.1	1762	7086
ENA|K03455|K03455.1	1763	7115
ENA|K03455|K03455.1	1764	7088
ENA|K03455|K03455.1	1765	7055
ENA|K03455|K03455.1	1766	7012
ENA|K03455|K03455.1	1767	7070
ENA|K03455|K03455.1	1768	7111
ENA|K03455|K03455.1	1769	7073
ENA|K03455|K03455.1	1770	7061
ENA|K03455|K03455.1	1771	7019
ENA|K03455|K03455.1	1772	7037
ENA|K03455|K03455.1	1773	6895
ENA|K03455|K03455.1	1774	6974
ENA|K03455|K03455.1	1775	7058
ENA|K03455|K03455.1	1776	7006
ENA|K03455|K03455.1	1777	6944
ENA|K03455|K03455.1	1778	7093
ENA|K03455|K03455.1	1779	7029
ENA|K03455|K03455.1	1780	7032
ENA|K03455|K03455.1	1781	7036
ENA|K03455|K03455.1	1782	7029
ENA|K03455|K03455.1	1783	7046
ENA|K03455|K03455.1	1784	7077
ENA|K03455|K03455.1	1785	6871
ENA|K03455|K03455.1	1786	7094
ENA|K03455|K03455.1	1787	6830
ENA|K03455|K03455.1	1788	6841
ENA|K03455|K03455.1	1789	6865
ENA|K03455|K03455.1	1790	6861
ENA|K03455|K03455.1	1791	6812
ENA|K03455|K03455.1	1792	6799
ENA|K03455|K03455.1	1793	6761
ENA|K03455|K03455.1	1794	6732
ENA|K03455|K03455.1	1795	6853
ENA|K03455|K03455.1	1796	6948
ENA|K03455|K03455.1	1797	6955
ENA|K03455|K03455.1	1798	6971
ENA|K03455|K03455.1	1799	6969
ENA|K03455|K03455.1	1800	6991
ENA|K03455|K03455.1	1801	7001
ENA|K03455|K03455.1	1802	6996
ENA|K03455|K03455.1	1803	7028
ENA|K03455|K03455.1	1804	6979
ENA|K03455|K03455.1	1805	6918
ENA|K03455|K03455.1	1806	6930
ENA|K03455|K03455.1	1807	7041
ENA|K03455|K03455.1	1808	6747
ENA|K03455|K03455.1	1809	6749
ENA|K03455|K03455.1	1810	6958
ENA|K03455|K03455.1	1811	6981
ENA|K03455|K03455.1	1812	6969
ENA|K03455|K03455.1	1813	6982
ENA|K03455|K03455.1	1814	6956
ENA|K03455|K03455.1	1815	6933
ENA|K03455|K03455.1	1816	6983
ENA|K03455|K03455.1	1817	6968
ENA|K03455|K03455.1	1818	7003
ENA|K03455|K03455.1	1819	7004
ENA|K03455|K03455.1	1820	6992
ENA|K03455|K03455.1	1821	6988
ENA|K03455|K03455.1	1822	7006
ENA|K03455|K03455.1	1823	7001
ENA|K03455|K03455.1	1824	7020
ENA|K03455|K03455.1	1825	6999
ENA|K03455|K03455.1	1826	7018
ENA|K03455|K03455.1	1827	7021
ENA|K03455|K03455.1	1828	7003
ENA|K03455|K03455.1	1829	7005
ENA|K03455|K03455.1	1830	7018
ENA|K03455|K03455.1	1831	7007
ENA|K03455|K03455.1	1832	7014
ENA|K03455|K03455.1	1833	6954
ENA|K03455|K03455.1	1834	7031
ENA|K03455|K03455.1	1835	7011
ENA|K03455|K03455.1	1836	7022
ENA|K03455|K03455.1	1837	7045
ENA|K03455|K03455.1	1838	7040
ENA|K03455|K03455.1	1839	7033
ENA|K03455|K03455.1	1840	7025
ENA|K03455|K03455.1	1841	7003
ENA|K03455|K03455.1	1842	7048
ENA|K03455|K03455.1	1843	7005
ENA|K03455|K03455.1	1844	7029
ENA|K03455|K03455.1	1845	7012
ENA|K03455|K03455.1	1846	7072
ENA|K03455|K03455.1	1847	7019
ENA|K03455|K03455.1	1848	7058
ENA|K03455|K03455.1	1849	7096
ENA|K03455|K03455.1	1850	7020
ENA|K03455|K03455.1	1851	7030
ENA|K03455|K03455.1	1852	7041
ENA|K03455|K03455.1	1853	6896
ENA|K03455|K03455.1	1854	6958
ENA|K03455|K03455.1	1855	6940
ENA|K03455|K03455.1	1856	6896
ENA|K03455|K03455.1	1857	6884
ENA|K03455|K03455.1	1858	6868
ENA|K03455|K03455.1	1859	6925
ENA|K03455|K03455.1	1860	6920
ENA|K03455|K03455.1	1861	6938
ENA|K03455|K03455.1	1862	6987
ENA|K03455|K03455.1	1863	7050
ENA|K03455|K03455.1	1864	7069
ENA|K03455|K03455.1	1865	7074
ENA|K03455|K03455.1	1866	7074
ENA|K03455|K03455.1	1867	7078
ENA|K03455|K03455.1	1868	7053
ENA|K03455|K03455.1	1869	7045
ENA|K03455|K03455.1	1870	7032
ENA|K03455|K03455.1	1871	7058
ENA|K03455|K03455.1	1872	7049
ENA|K03455|K03455.1	1873	7006
ENA|K03455|K03455.1	1874	7015
ENA|K03455|K03455.1	1875	6916
ENA|K03455|K03455.1	1876	6913
ENA|K03455|K03455.1	1877	6913
ENA|K03455|K03455.1	1878	6945
ENA|K03455|K03455.1	1879	6985
ENA|K03455|K03455.1	1880	7050
ENA|K03455|K03455.1	1881	6934
ENA|K03455|K03455.1	1882	6978
ENA|K03455|K03455.1	1883	7006
ENA|K03455|K03455.1	1884	6975
ENA|K03455|K03455.1	1885	7072
ENA|K03455|K03455.1	1886	7076
ENA|K03455|K03455.1	1887	7036
ENA|K03455|K03455.1	1888	7047
ENA|K03455|K03455.1	1889	6813
ENA|K03455|K03455.1	1890	6848
ENA|K03455|K03455.1	1891	6850
ENA|K03455|K03455.1	1892	6875
ENA|K03455|K03455.1	1893	6891
ENA|K03455|K03455.1	1894	6870
ENA|K03455|K03455.1	1895	6896
ENA|K03455|K03455.1	1896	6893
ENA|K03455|K03455.1	1897	6986
ENA|K03455|K03455.1	1898	7006
ENA|K03455|K03455.1	1899	6989
ENA|K03455|K03455.1	1900	7013
ENA|K03455|K03455.1	1901	6974
ENA|K03455|K03455.1	1902	7018
ENA|K03455|K03455.1	1903	7002
ENA|K03455|K03455.1	1904	6991
ENA|K03455|K03455.1	1905	7011
ENA|K03455|K03455.1	1906	6991
ENA|K03455|K03455.1	1907	7006
ENA|K03455|K03455.1	1908	7010
ENA|K03455|K03455.1	1909	7018
ENA|K03455|K03455.1	1910	7008
ENA|K03455|K03455.1	1911	6996
ENA|K03455|K03455.1	1912	7027
ENA|K03455|K03455.1	1913	6999
ENA|K03455|K03455.1	1914	6998
ENA|K03455|K03455.1	1915	7034
ENA|K03455|K03455.1	1916	6956
ENA|K03455|K03455.1	1917	6952
ENA|K03455|K03455.1	1918	7046
ENA|K03455|K03455.1	1919	7056
ENA|K03455|K03455.1	1920	7051
ENA|K03455|K03455.1	1921	7033
ENA|K03455|K03455.1	1922	7006
ENA|K03455|K03455.1	1923	7052
ENA|K03455|K03455.1	1924	7035
ENA|K03455|K03455.1	1925	7017
ENA|K03455|K03455.1	1926	7010
ENA|K03455|K03455.1	1927	7019
ENA|K03455|K03455.1	1928	7031
ENA|K03455|K03455.1	1929	7021
ENA|K03455|K03455.1	1930	7082
ENA|K03455|K03455.1	1931	7083
ENA|K03455|K03455.1	1932	7027
ENA|K03455|K03455.1	1933	6939
ENA|K03455|K03455.1	1934	6982
ENA|K03455|K03455.1	1935	7030
ENA|K03455|K03455.1	1936	7069
ENA|K03455|K03455.1	1937	7010
ENA|K03455|K03455.1	1938	7062
ENA|K03455|K03455.1	1939	7017
ENA|K03455|K03455.1	1940	7006
ENA|K03455|K03455.1	1941	7024
ENA|K03455|K03455.1	1942	7044
ENA|K03455|K03455.1	1943	7055
ENA|K03455|K03455.1	1944	7016
ENA|K03455|K03455.1	1945	7005
ENA|K03455|K03455.1	1946	7029
ENA|K03455|K03455.1	1947	6993
ENA|K03455|K03455.1	1948	7016
ENA|K03455|K03455.1	1949	7040
ENA|K03455|K03455.1	1950	7044
ENA|K03455|K03455.1	1951	7055
ENA|K03455|K03455.1	1952	7047
ENA|K03455|K03455.1	1953	7027
ENA|K03455|K03455.1	1954	7017
ENA|K03455|K03455.1	1955	7040
ENA|K03455|K03455.1	1956	7020
ENA|K03455|K03455.1	1957	7092
ENA|K03455|K03455.1	1958	7010
ENA|K03455|K03455.1	1959	6985
ENA|K03455|K03455.1	1960	7000
ENA|K03455|K03455.1	1961	7000
ENA|K03455|K03455.1	1962	7111
ENA|K03455|K03455.1	1963	7080
ENA|K03455|K03455.1	1964	7111
ENA|K03455|K03455.1	1965	7129
ENA|K03455|K03455.1	1966	7133
ENA|K03455|K03455.1	1967	7140
ENA|K03455|K03455.1	1968	7102
ENA|K03455|K03455.1	1969	7129
ENA|K03455|K03455.1	1970	7132
ENA|K03455|K03455.1	1971	7120
ENA|K03455|K03455.1	1972	6996
ENA|K03455|K03455.1	1973	7020
ENA|K03455|K03455.1	1974	6992
ENA|K03455|K03455.1	1975	7024
ENA|K03455|K03455.1	1976	7055
ENA|K03455|K03455.1	1977	7074
ENA|K03455|K03455.1	1978	7105
ENA|K03455|K03455.1	1979	7111
ENA|K03455|K03455.1	1980	7106
ENA|K03455|K03455.1	1981	7112
ENA|K03455|K03455.1	1982	7099
ENA|K03455|K03455.1	1983	7045
ENA|K03455|K03455.1	1984	7071
ENA|K03455|K03455.1	1985	7063
ENA|K03455|K03455.1	1986	7101
ENA|K03455|K03455.1	1987	7080
ENA|K03455|K03455.1	1988	7069
ENA|K03455|K03455.1	1989	7093
ENA|K03455|K03455.1	1990	6997
ENA|K03455|K03455.1	1991	7075
ENA|K03455|K03455.1	1992	7082
ENA|K03455|K03455.1	1993	7071
ENA|K03455|K03455.1	1994	7001
ENA|K03455|K03455.1	1995	6989
ENA|K03455|K03455.1	1996	7041
ENA|K03455|K03455.1	1997	7041
ENA|K03455|K03455.1	1998	7073
ENA|K03455|K03455.1	1999	7056
ENA|K03455|K03455.1	2000	7061
ENA|K03455|K03455.1	2001	7069
ENA|K03455|K03455.1	2002	6864
ENA|K03455|K03455.1	2003	6892
ENA|K03455|K03455.1	2004	7089
ENA|K03455|K03455.1	2005	7071
ENA|K03455|K03455.1	2006	7046
ENA|K03455|K03455.1	2007	6995
ENA|K03455|K03455.1	2008	6929
ENA|K03455|K03455.1	2009	7071
ENA|K03455|K03455.1	2010	7064
ENA|K03455|K03455.1	2011	7027
ENA|K03455|K03455.1	2012	7015
ENA|K03455|K03455.1	2013	7077
ENA|K03455|K03455.1	2014	7096
ENA|K03455|K03455.1	2015	7088
ENA|K03455|K03455.1	2016	7090
ENA|K03455|K03455.1	2017	7046
ENA|K03455|K03455.1	2018	7061
ENA|K03455|K03455.1	2019	7033
ENA|K03455|K03455.1	2020	7022
ENA|K03455|K03455.1	2021	7016
ENA|K03455|K03455.1	2022	7053
ENA|K03455|K03455.1	2023	7059
ENA|K03455|K03455.1	2024	7055
ENA|K03455|K03455.1	2025	6883
ENA|K03455|K03455.1	2026	6847
ENA|K03455|K03455.1	2027	7046
ENA|K03455|K03455.1	2028	7057
ENA|K03455|K03455.1	2029	7068
ENA|K03455|K03455.1	2030	7079
ENA|K03455|K03455.1	2031	7055
ENA|K03455|K03455.1	2032	7052
ENA|K03455|K03455.1	2033	7044
ENA|K03455|K03455.1	2034	7039
ENA|K03455|K03455.1	2035	7033
ENA|K03455|K03455.1	2036	7041
ENA|K03455|K03455.1	2037	6893
ENA|K03455|K03455.1	2038	6897
ENA|K03455|K03455.1	2039	6908
ENA|K03455|K03455.1	2040	6918
ENA|K03455|K03455.1	2041	6931
ENA|K03455|K03455.1	2042	6951
ENA|K03455|K03455.1	2043	7010
ENA|K03455|K03455.1	2044	7021
ENA|K03455|K03455.1	2045	6978
ENA|K03455|K03455.1	2046	6911
ENA|K03455|K03455.1	2047	6859
ENA|K03455|K03455.1	2048	6952
ENA|K03455|K03455.1	2049	6948
ENA|K03455|K03455.1	2050	6953
ENA|K03455|K03455.1	2051	6945
ENA|K03455|K03455.1	2052	6942
ENA|K03455|K03455.1	2053	6884
ENA|K03455|K03455.1	2054	6992
ENA|K03455|K03455.1	2055	6996
ENA|K03455|K03455.1	2056	6948
ENA|K03455|K03455.1	2057	6963
ENA|K03455|K03455.1	2058	6897
ENA|K03455|K03455.1	2059	6902
ENA|K03455|K03455.1	2060	7008
ENA|K03455|K03455.1	2061	6951
ENA|K03455|K03455.1	2062	7023
ENA|K03455|K03455.1	2063	6988
ENA|K03455|K03455.1	2064	7024
ENA|K03455|K03455.1	2065	7007
ENA|K03455|K03455.1	2066	7031
ENA|K03455|K03455.1	2067	6996
ENA|K03455|K03455.1	2068	7030
ENA|K03455|K03455.1	2069	7024
ENA|K03455|K03455.1	2070	6905
ENA|K03455|K03455.1	2071	6948
ENA|K03455|K03455.1	2072	6929
ENA|K03455|K03455.1	2073	6960
ENA|K03455|K03455.1	2074	6942
ENA|K03455|K03455.1	2075	6895
ENA|K03455|K03455.1	2076	6882
ENA|K03455|K03455.1	2077	6872
ENA|K03455|K03455.1	2078	6864
ENA|K03455|K03455.1	2079	6983
ENA|K03455|K03455.1	2080	6994
ENA|K03455|K03455.1	2081	6990
ENA|K03455|K03455.1	2082	6997
ENA|K03455|K03455.1	2083	7011
ENA|K03455|K03455.1	2084	7008
ENA|K03455|K03455.1	2085	6886
ENA|K03455|K03455.1	2086	6994
ENA|K03455|K03455.1	2087	6995
ENA|K03455|K03455.1	2088	6968
ENA|K03455|K03455.1	2089	6989
ENA|K03455|K03455.1	2090	6974
ENA|K03455|K03455.1	2091	7000
ENA|K03455|K03455.1	2092	7003
ENA|K03455|K03455.1	2093	6987
ENA|K03455|K03455.1	2094	6993
ENA|K03455|K03455.1	2095	6982
ENA|K03455|K03455.1	2096	6987
ENA|K03455|K03455.1	2097	6954
ENA|K03455|K03455.1	2098	6986
ENA|K03455|K03455.1	2099	6938
ENA|K03455|K03455.1	2100	6969
ENA|K03455|K03455.1	2101	6861
ENA|K03455|K03455.1	2102	6911
ENA|K03455|K03455.1	2103	6957
ENA|K03455|K03455.1	2104	6928
ENA|K03455|K03455.1	2105	6890
ENA|K03455|K03455.1	2106	6918
ENA|K03455|K03455.1	2107	6988
ENA|K03455|K03455.1	2108	6961
ENA|K03455|K03455.1	2109	6934
ENA|K03455|K03455.1	2110	7003
ENA|K03455|K03455.1	2111	6989
ENA|K03455|K03455.1	2112	6958
ENA|K03455|K03455.1	2113	7005
ENA|K03455|K03455.1	2114	6991
ENA|K03455|K03455.1	2115	6930
ENA|K03455|K03455.1	2116	6972
ENA|K03455|K03455.1	2117	6983
ENA|K03455|K03455.1	2118	6947
ENA|K03455|K03455.1	2119	6988
ENA|K03455|K03455.1	2120	6990
ENA|K03455|K03455.1	2121	6986
ENA|K03455|K03455.1	2122	6970
ENA|K03455|K03455.1	2123	6908
ENA|K03455|K03455.1	2124	6871
ENA|K03455|K03455.1	2125	6942
ENA|K03455|K03455.1	2126	6984
ENA|K03455|K03455.1	2127	6993
ENA|K03455|K03455.1	2128	6987
ENA|K03455|K03455.1	2129	6954
ENA|K03455|K03455.1	2130	6931
ENA|K03455|K03455.1	2131	6938
ENA|K03455|K03455.1	2132	6942
ENA|K03455|K03455.1	2133	6910
ENA|K03455|K03455.1	2134	6962
ENA|K03455|K03455.1	2135	6940
ENA|K03455|K03455.1	2136	6949
ENA|K03455|K03455.1	2137	6951
ENA|K03455|K03455.1	2138	6885
ENA|K03455|K03455.1	2139	7046
ENA|K03455|K03455.1	2140	7021
ENA|K03455|K03455.1	2141	7008
ENA|K03455|K03455.1	2142	6995
ENA|K03455|K03455.1	2143	6884
ENA|K03455|K03455.1	2144	7032
ENA|K03455|K03455.1	2145	7037
ENA|K03455|K03455.1	2146	7023
ENA|K03455|K03455.1	2147	6983
ENA|K03455|K03455.1	2148	6975
ENA|K03455|K03455.1	2149	7028
ENA|K03455|K03455.1	2150	7031
ENA|K03455|K03455.1	2151	7024
ENA|K03455|K03455.1	2152	7011
ENA|K03455|K03455.1	2153	7018
ENA|K03455|K03455.1	2154	7032
ENA|K03455|K03455.1	2155	7008
ENA|K03455|K03455.1	2156	7019
ENA|K03455|K03455.1	2157	6925
ENA|K03455|K03455.1	2158	7002
ENA|K03455|K03455.1	2159	6936
ENA|K03455|K03455.1	2160	6928
ENA|K03455|K03455.1	2161	7038
ENA|K03455|K03455.1	2162	7013
ENA|K03455|K03455.1	2163	7074
ENA|K03455|K03455.1	2164	7069
ENA|K03455|K03455.1	2165	7059
ENA|K03455|K03455.1	2166	7035
ENA|K03455|K03455.1	2167	7084
ENA|K03455|K03455.1	2168	7035
ENA|K03455|K03455.1	2169	6981
ENA|K03455|K03455.1	2170	6978
ENA|K03455|K03455.1	2171	6947
ENA|K03455|K03455.1	2172	7108
ENA|K03455|K03455.1	2173	6909
ENA|K03455|K03455.1	2174	6949
ENA|K03455|K03455.1	2175	7079
ENA|K03455|K03455.1	2176	7050
ENA|K03455|K03455.1	2177	7063
ENA|K03455|K03455.1	2178	7030
ENA|K03455|K03455.1	2179	7028
ENA|K03455|K03455.1	2180	7110
ENA|K03455|K03455.1	2181	7063
ENA|K03455|K03455.1	2182	7031
ENA|K03455|K03455.1	2183	7019
ENA|K03455|K03455.1	2184	6977
ENA|K03455|K03455.1	2185	7117
ENA|K03455|K03455.1	2186	7115
ENA|K03455|K03455.1	2187	7130
ENA|K03455|K03455.1	2188	7101
ENA|K03455|K03455.1	2189	6974
ENA|K03455|K03455.1	2190	7072
ENA|K03455|K03455.1	2191	7124
ENA|K03455|K03455.1	2192	7098
ENA|K03455|K03455.1	2193	7139
ENA|K03455|K03455.1	2194	7003
ENA|K03455|K03455.1	2195	7059
ENA|K03455|K03455.1	2196	7032
ENA|K03455|K03455.1	2197	7045
ENA|K03455|K03455.1	2198	7091
ENA|K03455|K03455.1	2199	7084
ENA|K03455|K03455.1	2200	7084
ENA|K03455|K03455.1	2201	7076
ENA|K03455|K03455.1	2202	7011
ENA|K03455|K03455.1	2203	7103
ENA|K03455|K03455.1	2204	7089
ENA|K03455|K03455.1	2205	7086
ENA|K03455|K03455.1	2206	7099
ENA|K03455|K03455.1	2207	7102
ENA|K03455|K03455.1	2208	7124
ENA|K03455|K03455.1	2209	7137
ENA|K03455|K03455.1	2210	7068
ENA|K03455|K03455.1	2211	7097
ENA|K03455|K03455.1	2212	7111
ENA|K03455|K03455.1	2213	7073
ENA|K03455|K03455.1	2214	7094
ENA|K03455|K03455.1	2215	7095
ENA|K03455|K03455.1	2216	7100
ENA|K03455|K03455.1	2217	7123
ENA|K03455|K03455.1	2218	7114
ENA|K03455|K03455.1	2219	7122
ENA|K03455|K03455.1	2220	7047
ENA|K03455|K03455.1	2221	7058
ENA|K03455|K03455.1	2222	6932
ENA|K03455|K03455.1	2223	6920
ENA|K03455|K03455.1	2224	6951
ENA|K03455|K03455.1	2225	6958
ENA|K03455|K03455.1	2226	7052
ENA|K03455|K03455.1	2227	7110
ENA|K03455|K03455.1	2228	7128
ENA|K03455|K03455.1	2229	7126
ENA|K03455|K03455.1	2230	7126
ENA|K03455|K03455.1	2231	7142
ENA|K03455|K03455.1	2232	7137
ENA|K03455|K03455.1	2233	7135
ENA|K03455|K03455.1	2234	7128
ENA|K03455|K03455.1	2235	7141
ENA|K03455|K03455.1	2236	7110
ENA|K03455|K03455.1	2237	7121
ENA|K03455|K03455.1	2238	7170
ENA|K03455|K03455.1	2239	7158
ENA|K03455|K03455.1	2240	7159
ENA|K03455|K03455.1	2241	7126
ENA|K03455|K03455.1	2242	6821
ENA|K03455|K03455.1	2243	7182
ENA|K03455|K03455.1	2244	7176
ENA|K03455|K03455.1	2245	7193
ENA|K03455|K03455.1	2246	7210
ENA|K03455|K03455.1	2247	7161
ENA|K03455|K03455.1	2248	7225
ENA|K03455|K03455.1	2249	7194
ENA|K03455|K03455.1	2250	7145
ENA|K03455|K03455.1	2251	7206
ENA|K03455|K03455.1	2252	7188
ENA|K03455|K03455.1	2253	7202
ENA|K03455|K03455.1	2254	7196
ENA|K03455|K03455.1	2255	7221
ENA|K03455|K03455.1	2256	7246
ENA|K03455|K03455.1	2257	7209
ENA|K03455|K03455.1	2258	7248
ENA|K03455|K03455.1	2259	7242
ENA|K03455|K03455.1	2260	7253
ENA|K03455|K03455.1	2261	7235
ENA|K03455|K03455.1	2262	7227
ENA|K03455|K03455.1	2263	7255
ENA|K03455|K03455.1	2264	7270
ENA|K03455|K03455.1	2265	7242
ENA|K03455|K03455.1	2266	7231
ENA|K03455|K03455.1	2267	7259
ENA|K03455|K03455.1	2268	7264
ENA|K03455|K03455.1	2269	7273
